position,rpm,lmin,xanthan,rep,fluid,n_bursts,metric,dt_ms,tau_s,N,rho1,tau_int,N_eff,N_eff_ar1
1,125,90,0125,rep_1,xanthan,1,count,100.0,0.17653227209682995,499.0,0.19109844483111593,1.7653227209682996,282.66786241004866,338.88204436914106
1,125,90,0125,rep_1,xanthan,1,mean_diameter_mm,100.0,0.24828108133780596,499.0,0.3180637342856247,2.4828108133780598,200.98188605883797,258.17127635023235
1,125,90,0125,rep_2,xanthan,1,count,100.0,0.12483015554526489,498.0,0.22097269338270148,1.2483015554526489,398.94206477970727,317.7430591183696
1,125,90,0125,rep_2,xanthan,1,mean_diameter_mm,100.0,0.2910303425731816,498.0,0.2251113153607329,2.910303425731816,171.11617833277109,314.987348587772
1,125,90,025,rep_1,xanthan,1,count,100.0,0.28338908856794054,500.0,0.3378985814677136,2.833890885679405,176.43586862382972,247.44081042598233
1,125,90,025,rep_1,xanthan,1,mean_diameter_mm,100.0,0.20823769259304303,500.0,0.3493757186875438,2.08237692593043,240.11022873613248,241.08344040208425
1,125,90,025,rep_2,xanthan,1,count,100.0,0.18303652237282916,498.0,0.3526798315613366,1.8303652237282915,272.07684758434067,238.31614574334463
1,125,90,025,rep_2,xanthan,1,mean_diameter_mm,100.0,0.23347465602088682,498.0,0.4236368837374107,2.334746560208868,213.29938267708533,201.61660264466133
1,150,45,000,rep_1,water,10,count,7.6923,0.15795559134138326,500.0,0.9343863822770575,20.534247408627234,24.349565389473714,16.959801393376644
1,150,45,000,rep_1,water,10,mean_diameter_mm,7.6923,0.26149266147974354,491.0,0.9292299372034425,33.99407998644665,14.443691377903459,18.01138379776524
1,150,45,000,rep_2,water,10,count,7.6923,0.1923800380481919,500.0,0.9246867444886921,25.009429955694902,19.9924588799412,19.5650683746241
1,150,45,000,rep_2,water,10,mean_diameter_mm,7.6923,0.29013062642840837,491.0,0.9458276772980354,37.71701915271224,13.01799588169979,13.669561162579045
1,150,45,0125,rep_1,xanthan,1,count,100.0,0.18749228987599062,499.0,0.22662537999483273,1.8749228987599063,266.14427736204186,314.6143408382795
1,150,45,0125,rep_1,xanthan,1,mean_diameter_mm,100.0,0.18991235525724565,499.0,0.21882285394290754,1.8991235525724566,262.75278368491604,319.82284761190454
1,150,45,0125,rep_2,xanthan,1,count,100.0,0.14603813100034754,498.0,0.14278971022556922,1.4603813100034753,341.00682923613624,373.5514246303502
1,150,45,0125,rep_2,xanthan,1,mean_diameter_mm,100.0,0.15186878651890903,498.0,0.2226269316158542,1.51868786518909,327.91465014965047,316.63934275000923
1,150,45,025,rep_1,xanthan,1,count,100.0,0.20716051271019736,454.0,0.2905673278739898,2.0716051271019738,219.1537344933652,249.56654812871304
1,150,45,025,rep_1,xanthan,1,mean_diameter_mm,100.0,0.2103310020799923,454.0,0.37526585734685164,2.103310020799923,215.85025293957207,206.23597921037899
1,150,45,025,rep_2,xanthan,1,count,100.0,0.12993395949540376,500.0,0.013114304814350471,1.2993395949540378,384.81087003100737,487.05545390877325
1,150,45,025,rep_2,xanthan,1,mean_diameter_mm,100.0,0.17334224932988396,500.0,0.21300239472839821,1.7334224932988396,288.4467012127324,324.40068077846513
1,150,55,000,rep_1,water,10,count,7.6923,0.13125789518852657,500.0,0.9058207551414743,17.06354343805189,29.302237358566128,24.708316509947576
1,150,55,000,rep_1,water,10,mean_diameter_mm,7.6923,0.04458199958533066,491.0,0.7525956458484577,5.795665741758728,84.71848134067912,69.31178801919204
1,150,55,000,rep_2,water,10,count,7.6923,0.25802415423615505,500.0,0.9560681853637356,33.543173593873746,14.906162608636379,11.229622506256131
1,150,55,000,rep_2,water,10,mean_diameter_mm,7.6923,0.15671863705811173,488.0,0.7721467335842317,20.373443190997715,23.952750422453356,62.74446235386176
1,150,55,0125,rep_1,xanthan,1,count,100.0,0.18988198401067355,499.0,0.17049580370455558,1.8988198401067355,262.7948104713033,353.63013916101556
1,150,55,0125,rep_1,xanthan,1,mean_diameter_mm,100.0,0.16513865330588534,499.0,0.20309611558497323,1.6513865330588533,302.17032173303807,330.5264086317403
1,150,55,0125,rep_2,xanthan,1,count,100.0,0.1263564132095293,499.0,0.1635928868078766,1.263564132095293,394.91466030500413,358.68829572157904
1,150,55,0125,rep_2,xanthan,1,mean_diameter_mm,100.0,0.21176042802739348,499.0,0.22534574846349278,2.1176042802739348,235.64364912194503,315.4640002639498
1,150,55,025,rep_1,xanthan,1,count,100.0,0.22046235535271955,498.0,0.2466809576406177,2.2046235535271954,225.88890479884682,300.92132297020146
1,150,55,025,rep_1,xanthan,1,mean_diameter_mm,100.0,0.21598645371304662,498.0,0.2689585230460363,2.159864537130466,230.57001559071315,286.8956304806397
1,150,55,025,rep_2,xanthan,1,count,100.0,0.19092363115454022,156.0,0.14734885393878264,1.9092363115454023,81.70806256755517,115.93124299459747
1,150,55,025,rep_2,xanthan,1,mean_diameter_mm,100.0,0.17816493610568543,156.0,0.30192691807112226,1.7816493610568542,87.55931633341285,83.6447877905816
1,150,70,000,rep_1,water,10,count,7.6923,0.10319702259489329,500.0,0.9289218805480539,13.415626352962478,37.26997061822525,18.42431260921543
